Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
158,tt0174397,2015-11-27,2015-11-27,,Hey Hey It's Saturday,https://www.imdb.com/title/tt0174397/,tvSeries,7.4,120,1971,"Comedy, Fantasy, Music",202,1971-10-09,
159,tt0302088,2015-11-27,2015-11-27,,Dalli Dalli,https://www.imdb.com/title/tt0302088/,tvSeries,7.3,90,1971,Game-Show,90,1971-05-13,
160,tt0066722,2015-11-27,2015-11-27,,"Upstairs, Downstairs",https://www.imdb.com/title/tt0066722/,tvSeries,8.3,60,1971,Drama,2705,1971-10-10,
161,tt0066721,2015-11-27,2015-11-27,,The Two Ronnies,https://www.imdb.com/title/tt0066721/,tvSeries,7.8,,1971,Comedy,2958,1971-04-10,
162,tt0066672,2015-11-27,2015-11-27,,Jason King,https://www.imdb.com/title/tt0066672/,tvSeries,6.9,60,1971,"Action, Adventure",253,1971-09-15,
163,tt0066685,2015-11-27,2015-11-27,,McMillan & Wife,https://www.imdb.com/title/tt0066685/,tvSeries,7.1,120,1971,"Crime, Drama, Mystery, Thriller",2074,1971-09-17,
164,tt0066626,2015-11-27,2015-11-27,,All in the Family,https://www.imdb.com/title/tt0066626/,tvSeries,8.3,30,1971,"Comedy, Drama",14026,1971-01-12,
165,tt0065279,2015-11-27,2015-11-27,,Budgie,https://www.imdb.com/title/tt0065279/,tvSeries,7.6,60,1971,Drama,212,1971-04-09,
166,tt0066636,2015-11-27,2015-11-27,,Cannon,https://www.imdb.com/title/tt0066636/,tvSeries,6.7,60,1971,"Action, Crime, Drama, Mystery",2674,1971-09-14,
167,tt0066633,2015-11-27,2015-11-27,,Bless This House,https://www.imdb.com/title/tt0066633/,tvSeries,7.0,30,1971,Comedy,836,1971-02-02,
168,tt0168358,2015-11-27,2015-11-27,,Parkinson,https://www.imdb.com/title/tt0168358/,tvSeries,7.3,50,1971,"Comedy, Music, Talk-Show",621,1971-06-19,
169,tt0067677,2015-11-27,2015-11-27,,Rio das Mortes,https://www.imdb.com/title/tt0067677/,tvMovie,6.3,84,1971,Comedy,584,1971-02-15,Rainer Werner Fassbinder
170,tt0161194,2015-11-27,2015-11-27,,Soul Train,https://www.imdb.com/title/tt0161194/,tvSeries,8.0,60,1971,"Music, Talk-Show",489,1971-10-02,
171,tt1466074,2015-11-27,2015-11-27,,Columbo,https://www.imdb.com/title/tt1466074/,tvSeries,8.2,100,1971,"Crime, Drama, Mystery, Thriller",28335,1971-03-01,
172,tt0074035,2015-11-27,2015-11-27,,The Onedin Line,https://www.imdb.com/title/tt0074035/,tvSeries,7.6,50,1971,"Adventure, Drama, Romance",846,1971-10-15,
173,tt0066701,2015-11-27,2015-11-27,,The Persuaders!,https://www.imdb.com/title/tt0066701/,tvSeries,8.1,60,1971,"Action, Adventure, Comedy",4747,1971-09-17,
174,tt0209122,2015-11-27,2015-11-27,,La maison des bois,https://www.imdb.com/title/tt0209122/,tvMiniSeries,8.5,52,1971,"Comedy, Drama",188,1971-09-11,
175,tt0068149,2015-11-27,2015-11-27,,The Waltons,https://www.imdb.com/title/tt0068149/,tvSeries,7.6,60,1972,"Drama, Family, Romance",5749,1972-09-14,
176,tt0068069,2015-11-27,2015-11-27,,Emmerdale Farm,https://www.imdb.com/title/tt0068069/,tvSeries,4.8,30,1972,"Drama, Romance",2851,1972-10-16,
177,tt0068093,2015-11-27,2015-11-27,,Kung Fu,https://www.imdb.com/title/tt0068093/,tvSeries,7.7,60,1972,"Adventure, Drama, Western",5276,1972-02-22,
178,tt0068096,2015-11-27,2015-11-27,,Love Thy Neighbour,https://www.imdb.com/title/tt0068096/,tvSeries,7.0,30,1972,Comedy,542,1972-04-13,
179,tt0068059,2015-11-27,2015-11-27,,Colditz,https://www.imdb.com/title/tt0068059/,tvSeries,8.4,50,1972,"Drama, History, War",748,1972-10-19,
180,tt0069316,2015-11-27,2015-11-27,,The Stone Tape,https://www.imdb.com/title/tt0069316/,tvMovie,6.6,90,1972,"Fantasy, Horror, Sci-Fi, Thriller",1275,1972-12-25,Peter Sasdy
181,tt0068098,2015-11-27,2015-11-27,,M*A*S*H,https://www.imdb.com/title/tt0068098/,tvSeries,8.4,25,1972,"Comedy, Drama, War",50349,1972-09-17,
182,tt0068040,2015-11-27,2015-11-27,,Are You Being Served?,https://www.imdb.com/title/tt0068040/,tvSeries,7.9,28,1972,Comedy,7187,1972-09-08,
183,tt0140733,2015-11-27,2015-11-27,,Crown Court,https://www.imdb.com/title/tt0140733/,tvSeries,7.1,30,1972,Drama,190,1972-10-11,
184,tt0068103,2015-11-27,2015-11-27,,Maude,https://www.imdb.com/title/tt0068103/,tvSeries,7.1,30,1972,Comedy,3354,1972-09-12,
185,tt0068122,2015-11-27,2015-11-27,,The Protectors,https://www.imdb.com/title/tt0068122/,tvSeries,6.8,30,1972,"Adventure, Crime",373,1972-09-29,
186,tt0217142,2015-11-27,2015-11-27,,A Warning to the Curious,https://www.imdb.com/title/tt0217142/,tvMovie,7.4,50,1972,"Drama, Horror, Mystery",1046,1972-12-24,Lawrence Gordon Clark
187,tt0069628,2015-11-27,2015-11-27,,Semnadtsat mgnoveniy vesny,https://www.imdb.com/title/tt0069628/,tvMiniSeries,8.9,69,1973,"Drama, History, War",3983,1973-08-11,
188,tt0069599,2015-11-27,2015-11-27,,Kojak,https://www.imdb.com/title/tt0069599/,tvSeries,7.1,60,1973,"Action, Crime, Drama, Mystery, Thriller",6655,1973-10-24,
189,tt0211195,2015-11-27,2015-11-27,,An American Family,https://www.imdb.com/title/tt0211195/,tvSeries,6.4,720,1973,"Documentary, Music, Reality-TV",214,1973-01-11,
190,tt0069634,2015-11-27,2015-11-27,,Some Mothers Do 'Ave 'Em,https://www.imdb.com/title/tt0069634/,tvSeries,7.5,30,1973,Comedy,3246,1973-02-15,
191,tt0069647,2015-11-27,2015-11-27,,The Tomorrow People,https://www.imdb.com/title/tt0069647/,tvSeries,7.3,30,1973,"Drama, Fantasy, Sci-Fi",631,1973-04-30,
192,tt0071075,2015-11-27,2015-11-27,,The World at War,https://www.imdb.com/title/tt0071075/,tvMiniSeries,9.2,52,1973,"Documentary, History, War",22301,1973-09-14,
193,tt0074004,2015-11-27,2015-11-27,,Ein Herz und eine Seele,https://www.imdb.com/title/tt0074004/,tvSeries,8.4,45,1973,Comedy,733,1973-01-15,
194,tt0227975,2015-11-27,2015-11-27,,Suikoden,https://www.imdb.com/title/tt0227975/,tvSeries,8.1,45,1973,"Action, Drama, History",587,1973-10-02,
195,tt0070904,2015-11-27,2015-11-27,,Welt am Draht,https://www.imdb.com/title/tt0070904/,tvMiniSeries,7.8,212,1973,"Crime, Mystery, Sci-Fi",5419,1973-10-14,
196,tt0344663,2015-11-27,2015-11-27,,Je sp�ter der Abend...,https://www.imdb.com/title/tt0344663/,tvSeries,6.2,60,1973,Talk-Show,9,1973-03-04,
197,tt0070644,2015-11-27,2015-11-27,,Scener ur ett �ktenskap,https://www.imdb.com/title/tt0070644/,tvMiniSeries,8.5,283,1973,Drama,14695,1973-04-11,
198,tt0069557,2015-11-27,2015-11-27,,Barnaby Jones,https://www.imdb.com/title/tt0069557/,tvSeries,6.8,60,1973,"Crime, Drama, Mystery, Thriller",2174,1973-01-28,
199,tt0069602,2015-11-27,2015-11-27,,Last of the Summer Wine,https://www.imdb.com/title/tt0069602/,tvSeries,7.0,30,1973,Comedy,2629,1973-01-04,
200,tt0068035,2015-11-27,2015-11-27,,Am laufenden Band,https://www.imdb.com/title/tt0068035/,tvSeries,6.8,100,1974,Game-Show,64,1974-04-27,
201,tt0071003,2015-11-27,2015-11-27,,Kolchak: The Night Stalker,https://www.imdb.com/title/tt0071003/,tvSeries,8.5,51,1974,"Horror, Mystery, Thriller",4268,1974-09-13,
202,tt0071033,2015-11-27,2015-11-27,,Planet of the Apes,https://www.imdb.com/title/tt0071033/,tvSeries,7.2,47,1974,"Adventure, Sci-Fi, Thriller",4197,1974-09-13,
203,tt0070992,2015-11-27,2015-11-27,,Happy Days,https://www.imdb.com/title/tt0070992/,tvSeries,7.4,30,1974,"Comedy, Family, Music",16359,1974-01-15,
204,tt0070991,2015-11-27,2015-11-27,,Good Times,https://www.imdb.com/title/tt0070991/,tvSeries,7.3,30,1974,Comedy,5922,1974-02-08,
205,tt0070981,2015-11-27,2015-11-27,,Derrick,https://www.imdb.com/title/tt0070981/,tvSeries,6.6,60,1974,"Crime, Drama",1448,1974-10-20,
206,tt0071054,2015-11-27,2015-11-27,,The Six Million Dollar Man,https://www.imdb.com/title/tt0071054/,tvSeries,7.1,60,1974,"Action, Adventure, Crime, Drama, Mystery, Sci-Fi",9574,1974-01-18,
207,tt0071040,2015-11-27,2015-11-27,,Rhoda,https://www.imdb.com/title/tt0071040/,tvSeries,6.8,30,1974,Comedy,2169,1974-09-09,
208,tt0071007,2015-11-27,2015-11-27,,Little House on the Prairie,https://www.imdb.com/title/tt0071007/,tvSeries,7.4,60,1974,"Drama, Family, Romance, Western",18380,1974-03-30,
209,tt0071036,2015-11-27,2015-11-27,,Porridge,https://www.imdb.com/title/tt0071036/,tvSeries,8.2,45,1974,"Comedy, Crime",5470,1974-09-05,
210,tt0071005,2015-11-27,2015-11-27,,Land of the Lost,https://www.imdb.com/title/tt0071005/,tvSeries,7.1,30,1974,"Adventure, Family, Fantasy, Sci-Fi",2508,1974-09-07,
211,tt0071034,2015-11-27,2015-11-27,,Police Woman,https://www.imdb.com/title/tt0071034/,tvSeries,6.5,120,1974,"Action, Crime, Drama",1625,1974-09-13,
212,tt0071041,2015-11-27,2015-11-27,,Rising Damp,https://www.imdb.com/title/tt0071041/,tvSeries,7.7,30,1974,Comedy,2267,1974-09-02,
213,tt0071042,2015-11-27,2015-11-27,,The Rockford Files,https://www.imdb.com/title/tt0071042/,tvSeries,8.1,50,1974,"Crime, Drama, Mystery, Thriller",6970,1974-03-27,
214,tt0159226,2015-11-27,2015-11-27,,Within These Walls,https://www.imdb.com/title/tt0159226/,tvSeries,7.8,60,1974,Drama,68,1974-01-04,
215,tt0496467,2015-11-27,2015-11-27,,Zat�ichi monogatari,https://www.imdb.com/title/tt0496467/,tvSeries,8.1,45,1974,"Action, Adventure, Drama",174,1974-10-03,
216,tt0072567,2015-11-27,2015-11-27,,Starsky and Hutch,https://www.imdb.com/title/tt0072567/,tvSeries,7.0,60,1975,"Action, Crime, Drama, Mystery",7875,1975-04-30,
217,tt0072472,2015-11-27,2015-11-27,,Barney Miller,https://www.imdb.com/title/tt0072472/,tvSeries,8.2,30,1975,"Comedy, Drama",4842,1974-08-22,
218,tt0073438,2015-11-27,2015-11-27,,The Naked Civil Servant,https://www.imdb.com/title/tt0073438/,tvMovie,7.9,77,1975,"Biography, Comedy, Drama",1532,1975-12-17,Jack Gold
219,tt0072564,2015-11-27,2015-11-27,,Space: 1999,https://www.imdb.com/title/tt0072564/,tvSeries,7.3,50,1975,"Adventure, Drama, Sci-Fi",7327,1975-09-01,
220,tt0075511,2015-11-27,2015-11-27,,The Good Life,https://www.imdb.com/title/tt0075511/,tvSeries,8.0,28,1975,Comedy,2935,1975-04-04,
221,tt0074074,2015-11-27,2015-11-27,,Wonder Woman,https://www.imdb.com/title/tt0074074/,tvSeries,7.1,60,1975,"Action, Adventure, Drama, Family, Fantasy, Sci-Fi",7155,1975-11-07,
222,tt0072562,2015-11-27,2015-11-27,,Saturday Night Live,https://www.imdb.com/title/tt0072562/,tvSeries,8.0,90,1975,"Comedy, Music",43218,1975-10-11,
223,tt0072500,2015-11-27,2015-11-27,,Fawlty Towers,https://www.imdb.com/title/tt0072500/,tvSeries,8.7,30,1975,Comedy,85136,1975-09-19,
224,tt0075560,2015-11-27,2015-11-27,,Poldark,https://www.imdb.com/title/tt0075560/,tvSeries,8.4,60,1975,"Drama, History, Romance",942,1975-10-05,
225,tt1577766,2015-11-27,2015-11-27,,Wheel of Fortune,https://www.imdb.com/title/tt1577766/,tvSeries,6.5,60,1975,"Family, Game-Show",463,1975-01-06,
226,tt0072519,2015-11-27,2015-11-27,,The Jeffersons,https://www.imdb.com/title/tt0072519/,tvSeries,7.4,30,1975,Comedy,7798,1975-01-18,
227,tt0074006,2015-11-27,2015-11-27,,"I, Claudius",https://www.imdb.com/title/tt0074006/,tvMiniSeries,8.7,669,1976,"Biography, Drama, History",15809,1976-09-20,
228,tt0072572,2015-11-27,2015-11-27,,Survivors,https://www.imdb.com/title/tt0072572/,tvSeries,8.1,50,1975,"Drama, Sci-Fi",1111,1975-04-16,
229,tt0072471,2015-11-27,2015-11-27,,Baretta,https://www.imdb.com/title/tt0072471/,tvSeries,6.7,60,1975,"Crime, Drama, Mystery, Thriller",2106,1975-01-17,
230,tt0074016,2015-11-27,2015-11-27,,Laverne & Shirley,https://www.imdb.com/title/tt0074016/,tvSeries,6.9,30,1976,"Comedy, Family",6479,1976-01-27,
231,tt0073972,2015-11-27,2015-11-27,,Charlie's Angels,https://www.imdb.com/title/tt0073972/,tvSeries,6.5,60,1976,"Action, Adventure, Crime, Drama, Mystery",10866,1976-03-21,
232,tt0329874,2015-11-27,2015-11-27,,Loriot,https://www.imdb.com/title/tt0329874/,tvSeries,8.7,42,1976,Comedy,746,1976-03-08,
233,tt0074021,2015-11-27,2015-11-27,,"Mary Hartman, Mary Hartman",https://www.imdb.com/title/tt0074021/,tvSeries,7.7,30,1976,"Comedy, Romance",1069,1976-01-05,
234,tt0490719,2015-11-27,2015-11-27,,Domenica in,https://www.imdb.com/title/tt0490719/,tvSeries,5.0,,1976,"Music, Talk-Show",38,1976-10-03,
235,tt0073965,2015-11-27,2015-11-27,,The Bionic Woman,https://www.imdb.com/title/tt0073965/,tvSeries,6.7,60,1976,"Action, Adventure, Drama, Sci-Fi",6290,1976-01-14,
236,tt0075568,2015-11-27,2015-11-27,,Ripping Yarns,https://www.imdb.com/title/tt0075568/,tvSeries,8.0,30,1976,"Adventure, Comedy",1279,1976-01-07,
237,tt0074036,2015-11-27,2015-11-27,,Open All Hours,https://www.imdb.com/title/tt0074036/,tvSeries,7.6,30,1976,Comedy,4779,1976-02-20,
238,tt0074042,2015-11-27,2015-11-27,,Quincy M.E.,https://www.imdb.com/title/tt0074042/,tvSeries,7.3,60,1976,"Crime, Drama, Mystery, Thriller",5312,1976-10-03,
239,tt0074014,2015-11-27,2015-11-27,,The Krofft Supershow,https://www.imdb.com/title/tt0074014/,tvSeries,7.5,,1976,"Family, Fantasy, Sci-Fi",158,1976-09-11,
240,tt0074028,2015-11-27,2015-11-27,,The Muppet Show,https://www.imdb.com/title/tt0074028/,tvSeries,8.4,30,1976,"Comedy, Family, Music",22546,1976-01-29,
241,tt0133303,2015-11-27,2015-11-27,,The Gong Show,https://www.imdb.com/title/tt0133303/,tvSeries,7.0,30,1976,"Comedy, Game-Show",696,1976-06-14,
242,tt0073990,2015-11-27,2015-11-27,,The Fall and Rise of Reginald Perrin,https://www.imdb.com/title/tt0073990/,tvSeries,7.9,30,1976,Comedy,1665,1976-09-08,
243,tt0077004,2015-11-27,2015-11-27,,The Duchess of Duke Street,https://www.imdb.com/title/tt0077004/,tvSeries,8.3,50,1976,Drama,1050,1976-09-04,
244,tt0075281,2015-11-27,2015-11-27,,The Sullivans,https://www.imdb.com/title/tt0075281/,tvSeries,6.8,30,1976,Drama,373,1976-11-15,
245,tt0075220,2015-11-27,2015-11-27,,The Signalman,https://www.imdb.com/title/tt0075220/,tvMovie,7.6,38,1976,"Drama, Horror",1188,1976-12-22,Lawrence Gordon Clark
246,tt0075491,2015-11-27,2015-11-27,,Children of the Stones,https://www.imdb.com/title/tt0075491/,tvMiniSeries,7.7,30,1977,"Drama, Family, Fantasy, Horror, Mystery, Sci-Fi",639,1977-01-10,
247,tt0075572,2015-11-27,2015-11-27,,Roots,https://www.imdb.com/title/tt0075572/,tvMiniSeries,8.4,588,1977,"Biography, Drama, History, War",16170,1977-01-23,
248,tt0075528,2015-11-27,2015-11-27,,Lou Grant,https://www.imdb.com/title/tt0075528/,tvSeries,7.2,60,1977,"Crime, Drama",1712,1977-09-20,
249,tt0075492,2015-11-27,2015-11-27,,Citizen Smith,https://www.imdb.com/title/tt0075492/,tvSeries,6.9,30,1977,Comedy,889,1977-04-12,
250,tt0075622,2015-11-27,2015-11-27,,Play for Today: Abigail's Party,https://www.imdb.com/title/tt0075622/,tvEpisode,8.0,102,1977,"Comedy, Drama",1922,1977-11-01,Mike Leigh
251,tt0324694,2015-11-27,2015-11-27,,Auf los geht's los,https://www.imdb.com/title/tt0324694/,tvSeries,6.7,,1977,Game-Show,29,1977-01-15,
252,tt0075567,2015-11-27,2015-11-27,,The Richard Pryor Show,https://www.imdb.com/title/tt0075567/,tvSeries,7.6,60,1977,Comedy,357,1977-09-13,
253,tt0075579,2015-11-27,2015-11-27,,Secret Army,https://www.imdb.com/title/tt0075579/,tvSeries,8.6,50,1977,"Drama, History, War",1131,1977-09-07,
254,tt0075596,2015-11-27,2015-11-27,,Three's Company,https://www.imdb.com/title/tt0075596/,tvSeries,7.5,30,1976,Comedy,12401,1977-03-15,
255,tt0075488,2015-11-27,2015-11-27,,CHiPs,https://www.imdb.com/title/tt0075488/,tvSeries,6.4,60,1977,"Crime, Drama, Mystery",8191,1977-09-15,
256,tt0075529,2015-11-28,2015-11-28,,The Love Boat,https://www.imdb.com/title/tt0075529/,tvSeries,6.1,60,1977,"Comedy, Drama, Romance",9126,1977-05-05,
257,tt0075525,2015-11-28,2015-11-28,,The Life and Times of Grizzly Adams,https://www.imdb.com/title/tt0075525/,tvSeries,7.6,60,1977,"Adventure, Family, Western",1312,1977-02-09,
258,tt0075584,2015-11-28,2015-11-28,,Soap,https://www.imdb.com/title/tt0075584/,tvSeries,8.2,30,1977,"Comedy, Drama, Romance",5910,1977-09-13,
259,tt0075520,2015-11-28,2015-11-28,,Jesus of Nazareth,https://www.imdb.com/title/tt0075520/,tvMiniSeries,8.5,382,1977,"Biography, Drama, History",19946,1977-03-27,
260,tt0077008,2015-11-28,2015-11-28,,Fantasy Island,https://www.imdb.com/title/tt0077008/,tvSeries,6.5,60,1977,"Adventure, Comedy, Drama, Family, Fantasy",6841,1977-01-14,
261,tt0075561,2015-11-28,2015-11-28,,The Professionals,https://www.imdb.com/title/tt0075561/,tvSeries,8.0,50,1977,"Action, Comedy, Crime",2672,1977-12-30,
262,tt0077003,2015-11-28,2015-11-28,,Diff'rent Strokes,https://www.imdb.com/title/tt0077003/,tvSeries,6.7,30,1978,"Comedy, Drama, Family",9679,1978-11-03,
263,tt0078659,2015-11-28,2015-11-28,,Saiy�ki,https://www.imdb.com/title/tt0078659/,tvSeries,8.4,,1978,"Action, Family, Adventure, Comedy, Fantasy",1467,1978-10-01,
264,tt0075512,2015-11-28,2015-11-28,,Grange Hill,https://www.imdb.com/title/tt0075512/,tvSeries,7.1,30,1978,"Comedy, Drama, Family",1213,1978-02-08,
265,tt0076987,2015-11-28,2015-11-28,,Blake's 7,https://www.imdb.com/title/tt0076987/,tvSeries,8.0,50,1978,"Adventure, Drama, Sci-Fi",3280,1978-01-02,
266,tt0075472,2015-11-28,2015-11-28,,All Creatures Great and Small,https://www.imdb.com/title/tt0075472/,tvSeries,8.3,50,1978,"Comedy, Drama",2627,1978-01-08,
267,tt0077036,2015-11-28,2015-11-28,,The Kenny Everett Video Show,https://www.imdb.com/title/tt0077036/,tvSeries,7.7,30,1978,"Comedy, Music",144,1978-07-03,
268,tt0077000,2015-11-28,2015-11-28,,Dallas,https://www.imdb.com/title/tt0077000/,tvSeries,7.0,60,1978,"Drama, Romance",12203,1978-04-02,
269,tt0077053,2015-11-28,2015-11-28,,Mork & Mindy,https://www.imdb.com/title/tt0077053/,tvSeries,7.2,30,1978,"Comedy, Family, Sci-Fi",9858,1978-09-14,
270,tt0077089,2015-11-28,2015-11-28,,Taxi,https://www.imdb.com/title/tt0077089/,tvSeries,7.6,30,1978,Comedy,11631,1978-09-12,
271,tt0077025,2015-11-28,2015-11-28,,Holocaust,https://www.imdb.com/title/tt0077025/,tvMiniSeries,8.0,475,1978,"Drama, History, Romance, War",4552,1978-04-16,
272,tt0077051,2015-11-28,2015-11-28,,Matador,https://www.imdb.com/title/tt0077051/,tvSeries,9.2,67,1978,Drama,4127,1978-11-11,
273,tt0077078,2015-11-28,2015-11-28,,The Sandbaggers,https://www.imdb.com/title/tt0077078/,tvSeries,8.7,60,1978,Thriller,652,1978-09-18,
274,tt0078680,2015-11-28,2015-11-28,,Rumpole of the Bailey,https://www.imdb.com/title/tt0078680/,tvSeries,8.3,60,1978,"Crime, Drama, Mystery",1141,1978-04-03,
275,tt0077060,2015-11-28,2015-11-28,,Pennies from Heaven,https://www.imdb.com/title/tt0077060/,tvMiniSeries,8.4,450,1978,"Drama, Musical, Romance",1055,1978-03-07,
276,tt0077097,2015-11-28,2015-11-28,,WKRP in Cincinnati,https://www.imdb.com/title/tt0077097/,tvSeries,7.9,30,1978,Comedy,8031,1978-09-18,
277,tt0077031,2015-11-28,2015-11-28,,The Incredible Hulk,https://www.imdb.com/title/tt0077031/,tvSeries,7.0,60,1977,"Action, Adventure, Drama, Sci-Fi",11909,1977-11-04,
278,tt0081838,2015-11-28,2015-11-28,,Butterflies,https://www.imdb.com/title/tt0081838/,tvSeries,6.8,30,1978,"Comedy, Romance",1022,1978-11-10,
279,tt0079844,2015-11-28,2015-11-28,,Salem's Lot,https://www.imdb.com/title/tt0079844/,tvMiniSeries,6.8,200,1979,Horror,20831,1979-11-17,
280,tt0078607,2015-11-28,2015-11-28,,The Dukes of Hazzard,https://www.imdb.com/title/tt0078607/,tvSeries,7.1,60,1979,"Action, Comedy",11546,1979-01-26,
281,tt0135095,2015-11-28,2015-11-28,,Life on Earth,https://www.imdb.com/title/tt0135095/,tvMiniSeries,9.1,702,1979,Documentary,2652,1979-01-16,
282,tt0078690,2015-11-28,2015-11-28,,Shoestring,https://www.imdb.com/title/tt0078690/,tvSeries,7.4,50,1979,Drama,304,1979-09-30,
283,tt0077064,2015-11-28,2015-11-28,,Prisoner,https://www.imdb.com/title/tt0077064/,tvSeries,8.2,50,1979,"Crime, Drama",1728,1979-02-26,
284,tt0080253,2015-11-28,2015-11-28,,Not the Nine O'Clock News,https://www.imdb.com/title/tt0080253/,tvSeries,7.9,25,1979,Comedy,2218,1979-10-16,
285,tt0078610,2015-11-28,2015-11-28,,The Facts of Life,https://www.imdb.com/title/tt0078610/,tvSeries,6.8,30,1979,"Comedy, Family",6051,1979-08-24,
286,tt0078657,2015-11-28,2015-11-28,,Minder,https://www.imdb.com/title/tt0078657/,tvSeries,7.7,60,1979,"Comedy, Crime, Drama",1970,1979-10-29,
287,tt0080297,2015-11-28,2015-11-28,,Tinker Tailor Soldier Spy,https://www.imdb.com/title/tt0080297/,tvMiniSeries,8.5,290,1979,"Drama, Mystery, Thriller",7724,1979-09-10,
288,tt0078682,2015-11-28,2015-11-28,,Sapphire & Steel,https://www.imdb.com/title/tt0078682/,tvSeries,8.0,30,1979,"Mystery, Sci-Fi, Thriller",1402,1979-07-10,
289,tt0078703,2015-11-28,2015-11-28,,To the Manor Born,https://www.imdb.com/title/tt0078703/,tvSeries,7.4,30,1979,"Comedy, Romance",1969,1979-09-30,
290,tt0077278,2015-11-28,2015-11-28,,Buck Rogers in the 25th Century,https://www.imdb.com/title/tt0077278/,movie,6.7,89,1979,"Action, Adventure, Sci-Fi",5276,1979-03-30,Daniel Haller
291,tt0078622,2015-11-28,2015-11-28,,Hart to Hart,https://www.imdb.com/title/tt0078622/,tvSeries,6.6,60,1979,"Action, Adventure, Crime, Mystery, Romance",6421,1979-08-25,
292,tt0080196,2015-11-28,2015-11-28,,Berlin Alexanderplatz,https://www.imdb.com/title/tt0080196/,tvMiniSeries,8.6,931,1980,"Crime, Drama",4059,1980-08-28,
293,tt0080306,2015-11-28,2015-11-28,,Yes Minister,https://www.imdb.com/title/tt0080306/,tvSeries,8.6,60,1980,Comedy,12724,1980-02-25,
294,tt0086831,2015-11-28,2015-11-28,,"Yes, Prime Minister",https://www.imdb.com/title/tt0086831/,tvSeries,8.6,30,1986,Comedy,9788,1986-01-09,
295,tt0080234,2015-11-28,2015-11-28,,Juliet Bravo,https://www.imdb.com/title/tt0080234/,tvSeries,6.6,50,1980,"Crime, Drama, Mystery",211,1980-08-30,
296,tt0123349,2015-11-28,2015-11-28,,Hi-de-Hi!,https://www.imdb.com/title/tt0123349/,tvSeries,6.5,60,1980,Comedy,1307,1980-01-01,
297,tt0080274,2015-11-28,2015-11-28,,Shogun,https://www.imdb.com/title/tt0080274/,tvMiniSeries,8.1,547,1980,"Adventure, Drama, History, War",11599,1980-09-15,
298,tt0080240,2015-11-28,2015-11-28,,"Magnum, P.I.",https://www.imdb.com/title/tt0080240/,tvSeries,7.5,48,1980,"Action, Adventure, Crime, Drama, Mystery",22403,1980-12-11,
299,tt0080301,2015-11-28,2015-11-28,,Verstehen Sie Spa�?,https://www.imdb.com/title/tt0080301/,tvSeries,5.3,120,1980,"Comedy, Reality-TV",199,1980-01-31,
300,tt0081846,2015-11-28,2015-11-28,,Cosmos,https://www.imdb.com/title/tt0081846/,tvMiniSeries,9.3,,1980,Documentary,36801,1980-09-28,
301,tt0081949,2015-11-28,2015-11-28,,A Town Like Alice,https://www.imdb.com/title/tt0081949/,tvMiniSeries,8.3,301,1981,"Drama, Romance, War",883,1981-10-04,
302,tt0081856,2015-11-28,2015-11-28,,Dynasty,https://www.imdb.com/title/tt0081856/,tvSeries,6.3,60,1981,"Drama, Romance",6508,1981-01-12,
303,tt0081831,2015-11-28,2015-11-28,,Bergerac,https://www.imdb.com/title/tt0081831/,tvSeries,6.7,90,1981,"Crime, Drama, Mystery",1276,1981-10-18,
304,tt0083390,2015-11-28,2015-11-28,,Brideshead Revisited,https://www.imdb.com/title/tt0083390/,tvMiniSeries,8.5,659,1981,"Drama, Romance",6615,1981-10-12,
305,tt0081835,2015-11-28,2015-11-28,,The Borgias,https://www.imdb.com/title/tt0081835/,tvMiniSeries,7.5,50,1981,"Biography, Drama, History",152,1981-10-14,
306,tt0081873,2015-11-28,2015-11-28,,Hill Street Blues,https://www.imdb.com/title/tt0081873/,tvSeries,8.1,60,1981,"Crime, Drama, Mystery",7477,1981-01-15,
307,tt0081912,2015-11-28,2015-11-28,,Only Fools and Horses....,https://www.imdb.com/title/tt0081912/,tvSeries,8.9,95,1981,Comedy,46388,1981-09-08,
308,tt0207932,2015-11-28,2015-11-28,,Das Traumschiff,https://www.imdb.com/title/tt0207932/,tvSeries,3.9,60,1981,"Drama, Romance",435,1981-11-22,
309,tt0081859,2015-11-28,2015-11-28,,The Fall Guy,https://www.imdb.com/title/tt0081859/,tvSeries,7.1,60,1981,"Action, Adventure, Comedy",6434,1981-11-04,
310,tt0081961,2015-11-28,2015-11-28,,"Wetten, dass..?",https://www.imdb.com/title/tt0081961/,tvSeries,5.9,165,1981,"Comedy, Game-Show, Music",1089,1981-02-14,
311,tt0081840,2015-11-28,2015-11-28,,The Chinese Detective,https://www.imdb.com/title/tt0081840/,tvSeries,7.5,50,1981,"Crime, Drama",102,1981-04-30,
312,tt0081850,2015-11-28,2015-11-28,,The Day of the Triffids,https://www.imdb.com/title/tt0081850/,tvMiniSeries,7.3,50,1981,"Horror, Sci-Fi, Thriller",1996,1981-09-10,
313,tt0081944,2015-11-28,2015-11-28,,Tenko,https://www.imdb.com/title/tt0081944/,tvSeries,8.6,50,1981,"Drama, History, War",592,1981-10-22,
314,tt0081874,2015-11-28,2015-11-28,,The Hitchhiker's Guide to the Galaxy,https://www.imdb.com/title/tt0081874/,tvSeries,8.0,152,1981,"Adventure, Comedy, Sci-Fi",10217,1981-01-05,
